time,neuron,synapse,da,fru,res,brain_state,w_mean,w_max,spikes,energy,5ht,ach
500.0,80,772,0.5848528387989785,0.0,0.2,AWAKE,0.0503945996124621,0.25,0,1.0,0.5121174608295459,0.6180453513125788
1000.0,80,772,0.670168555840439,0.0,0.2,AWAKE,0.0503945996124621,0.25,0,1.0,0.523500757374315,0.6896416860701226
1500.0,80,772,0.7391457251404179,0.0,0.2,AWAKE,0.0503945996124621,0.25,0,1.0,0.5341943706691223,0.7330659725305082
2000.0,80,772,0.7897046037325754,0.0,0.2,AWAKE,0.0503945996124621,0.25,0,1.0,0.5442400867627991,0.75940347515518
2500.0,80,772,0.8065181957971292,0.0,0.2,AWAKE,0.0503945996124621,0.25,0,1.0,0.5536771600001249,0.7753775786131032
3000.0,80,772,0.749021017934954,0.0,0.2,AWAKE,0.0503945996124621,0.25,33,0.999375,0.56254246641096,0.7850661198890452
3500.0,80,772,0.7815805623227882,0.0,0.2,AWAKE,0.050953095934635456,0.46588049379086705,188,0.994375,0.5708706478059123,0.7909423703029058
4000.0,80,772,0.822834045159093,0.0,0.2,AWAKE,0.1006452802209274,1.0,1735,0.9625,0.5786942471416953,0.7945064072350814
4500.0,80,772,0.8432885067278211,0.0,0.2,AWAKE,0.13429099755567023,1.0,3891,0.9257499999999999,0.5860438356849913,0.7966680508614222
5000.0,80,772,0.822000310433838,0.0,0.2,AWAKE,0.13358216645425033,1.0,5355,0.8972499999999999,0.5929481324718576,0.7979791212168192
5500.0,80,772,0.7626805540209282,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.9039999999999999,0.5994341165293658,0.7987743057032225
6000.0,80,772,0.7276451605792037,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.9115,0.6055271322980882,0.7992565974161049
6500.0,80,772,0.7684549779036313,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.9189999999999999,0.6112509886672512,0.7995491148133792
7000.0,80,772,0.8141309319023551,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.9263749999999998,0.6166280520096806,0.7997265311475673
7500.0,80,772,0.851159308647931,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.9326249999999998,0.6216793335799579,0.7998341369034271
8000.0,80,772,0.8753242705753144,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.9388750000000001,0.6264245716174021,0.799899401461775
8500.0,80,772,0.8633696515737552,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.945125,0.6308823084746191,0.799938985427729
9000.0,80,772,0.8131272772121572,0.0,0.2,AWAKE,0.1258033072609814,1.0,5411,0.9513749999999999,0.6350699630730556,0.7999629937164601
9500.0,80,772,0.8375129294453443,0.0,0.2,AWAKE,0.1317001533186783,1.0,5852,0.9366249999999999,0.6390038989686723,0.7999775551155989
10000.0,80,772,0.8649774548731031,0.0,0.2,AWAKE,0.14708875972461674,1.0,7854,0.9022499999999999,0.6426994882936858,0.799986386829815
10500.0,80,772,0.866968200643141,0.0,0.2,AWAKE,0.14850039070777046,1.0,10090,0.8654999999999999,0.6461711718242562,0.7999917434013374
11000.0,80,772,0.828864578824666,0.0,0.2,AWAKE,0.15130091222707132,1.0,11317,0.8369999999999997,0.6494325154088543,0.7999949922449705
11500.0,80,772,0.7614010987259202,0.0,0.2,AWAKE,0.14628968433737546,1.0,11368,0.84375,0.6524962629777642,0.7999969627189782
12000.0,80,772,0.7450573887298058,0.0,0.2,AWAKE,0.14628968433737619,1.0,11388,0.8504999999999999,0.6553743863408845,0.799998157841994
12500.0,80,772,0.7868901286482234,0.0,0.2,AWAKE,0.14628968433737619,1.0,11388,0.8579999999999999,0.6580781319684244,0.7999988827026215
13000.0,80,772,0.8291699028926365,0.0,0.2,AWAKE,0.14628968433737619,1.0,11388,0.8653749999999999,0.6606180649372945,0.7999993223418248
13500.0,80,772,0.8626200990402573,0.0,0.2,AWAKE,0.14628968433737619,1.0,11388,0.8721249999999999,0.6630041102148628,0.7999995889898147
14000.0,80,772,0.716045826607392,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11388,0.8788749999999999,0.6470694001971705,0.5639090480908034
14500.0,80,772,0.6018943819310981,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11418,0.8848749999999999,0.6321001313018229,0.42071647666512113
15000.0,80,772,0.5129937030779709,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11448,0.890875,0.6180378100539059,0.33386796323709295
15500.0,80,772,0.443758217509136,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11478,0.896875,0.6048274869404634,0.2811929940710215
16000.0,80,772,0.3898379041460461,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11478,0.9028749999999999,0.5924175416913837,0.24924480904024077
16500.0,80,772,0.3478449843407318,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11508,0.9081250000000001,0.5807594815695695,0.22986773976198757
17000.0,80,772,0.3151410699198173,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11538,0.9133749999999999,0.5698077518821274,0.2181152469849323
17500.0,80,772,0.28967139495058175,0.0,0.2,SLOW_WAVE_SLEEP,0.14628968433737619,1.0,11568,0.9186250000000001,0.5595195579722025,0.2109871780034303
18000.0,80,772,0.3583173499496937,0.0,0.2,REM,0.14628968433737619,1.0,11568,0.924625,0.5316785067515076,0.40340614589989554
18500.0,80,772,0.41177853931306896,0.0,0.2,REM,0.14628968433737619,1.0,11598,0.9298749999999998,0.5055242697689097,0.5201112315812232
19000.0,80,772,0.4534138952227321,0.0,0.2,REM,0.14628968433737619,1.0,11628,0.935125,0.48095464749712946,0.5908946744651596
19500.0,80,772,0.4858393403422142,0.0,0.2,REM,0.14628968433737619,1.0,11658,0.9403749999999998,0.45787363240272694,0.6338259294079396
20000.0,80,772,0.5858263477959902,0.0,0.2,AWAKE,0.14628968433737619,1.0,11658,0.946375,0.4725434162785299,0.6992128512148724
20500.0,80,772,0.6093885033138874,0.0,0.2,AWAKE,0.14628968433737619,1.0,11658,0.9523749999999997,0.4863243974968673,0.7388710325019822
21000.0,80,772,0.6478795302390788,0.0,0.2,AWAKE,0.14628968433737619,1.0,11658,0.9583749999999999,0.49927042621467554,0.7629243339809105
21500.0,80,772,0.715552394795395,0.0,0.2,AWAKE,0.14689178984553433,1.0,12858,0.928375,0.5114320899530532,0.7775130340488144
22000.0,80,772,0.7644751946568398,0.0,0.2,AWAKE,0.1490776136263596,1.0,15080,0.8908749999999998,0.5228569112715709,0.7863613067010207
